"Q3_4","Q3_5","Q5","Q16","Q26","Q30","ppage","educ","race","gender","income_cat","voter_category","pols_dont_care","media_greed","election_results_matter","party","vote_freq","income_cat_coded","voter_cat_coded","educ_coded"
4,3,1,2,1,5,59,"College","Black","Female","$40-75k","sporadic","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","No Preference","Always/Almost Always",2,2,3
1,2,1,1,2,3,67,"High school or less","Hispanic","Male","Less than $40k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Independent","Sometimes",1,2,1
1,2,1,2,1,2,59,"College","White","Male","$125k or more","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,1,3
2,2,1,1,1,1,67,"Some college","White","Female","$40-75k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,3,2
2,3,1,1,1,1,60,"High school or less","Other/Mixed","Female","$125k or more","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,2,1
1,1,1,2,1,2,28,"High school or less","Black","Female","Less than $40k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,3,1
1,2,1,1,1,1,71,"College","White","Female","$40-75k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,2,3
4,3,1,3,1,3,71,"High school or less","White","Female","Less than $40k","sporadic","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","Independent","Always/Almost Always",1,2,1
4,3,1,1,1,2,70,"College","White","Male","$125k or more","always","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",4,3,3
3,2,2,1,2,3,44,"College","White","Male","$125k or more","rarely/never","Somewhat Agree","Somewhat Disagree","Things will be pretty much the same","Independent","Sometimes",4,1,3
3,2,1,2,1,3,26,"Some college","White","Male","Less than $40k","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",1,2,2
2,2,2,3,2,1,57,"High school or less","White","Female","Less than $40k","rarely/never","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Republican","Sometimes",1,1,1
3,4,2,3,2,2,45,"High school or less","Hispanic","Female","$40-75k","always","Strongly Disagree","Somewhat Disagree","Things will be pretty much the same","Democrat","Sometimes",2,3,1
2,2,1,2,1,2,29,"College","White","Female","$125k or more","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
3,3,1,2,3,2,40,"High school or less","Other/Mixed","Male","Less than $40k","rarely/never","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Rarely",1,1,1
2,2,2,3,1,3,83,"High school or less","White","Female","Less than $40k","sporadic","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Independent","Always/Almost Always",1,2,1
1,2,1,1,1,2,57,"College","Hispanic","Male","$125k or more","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
1,1,2,2,4,5,32,"College","Other/Mixed","Male","Less than $40k","rarely/never","Strongly Agree","Strongly Agree","Things will be pretty much the same","No Preference","Never",1,1,3
3,3,1,2,1,3,63,"High school or less","Hispanic","Female","$75-125k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",3,2,1
1,2,1,1,1,1,65,"Some college","White","Male","$125k or more","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,2,2
1,2,1,1,1,3,53,"High school or less","White","Male","$40-75k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",2,2,1
2,2,1,3,1,3,33,"Some college","Black","Male","$40-75k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",2,2,2
1,2,1,1,1,1,66,"College","White","Female","$40-75k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,2,3
2,2,1,2,2,3,71,"High school or less","White","Male","$40-75k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Sometimes",2,2,1
2,2,1,1,1,2,89,"High school or less","White","Male","Less than $40k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,1
3,2,1,1,1,3,61,"College","Other/Mixed","Female","Less than $40k","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",1,2,3
4,3,1,2,1,3,72,"College","Black","Female","$75-125k","always","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","Independent","Always/Almost Always",3,3,3
2,2,1,1,4,3,24,"College","Other/Mixed","Male","$40-75k","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Never",2,1,3
1,1,1,1,1,1,68,"College","White","Male","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,3
1,2,1,1,1,2,60,"Some college","Hispanic","Female","$75-125k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,2
1,2,1,3,4,2,24,"College","White","Female","Less than $40k","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Never",1,1,3
1,2,1,1,2,1,69,"College","Hispanic","Male","$40-75k","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Sometimes",2,1,3
1,3,1,1,1,1,62,"College","Hispanic","Female","$40-75k","always","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,3,3
2,3,1,1,2,2,73,"High school or less","Hispanic","Male","Less than $40k","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Sometimes",1,2,1
4,3,1,2,1,2,72,"College","White","Female","$125k or more","rarely/never","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",4,1,3
1,2,1,1,1,1,59,"Some college","White","Female","$75-125k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,2
3,3,2,2,-1,5,39,"High school or less","Hispanic","Male","$40-75k","rarely/never","Somewhat Disagree","Somewhat Disagree","Things will be pretty much the same","No Preference",NA,2,1,1
2,4,2,3,4,3,69,"Some college","Black","Male","Less than $40k","rarely/never","Strongly Disagree","Somewhat Agree","Things will be pretty much the same","Independent","Never",1,1,2
1,1,1,2,1,3,40,"College","Black","Female","$75-125k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,3,3
2,2,1,2,1,2,29,"College","White","Male","$75-125k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,3
1,1,1,1,1,3,55,"Some college","White","Female","$125k or more","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,3,2
1,1,1,1,1,3,48,"High school or less","Other/Mixed","Male","$75-125k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,3,1
4,2,1,2,1,2,72,"High school or less","Black","Male","Less than $40k","always","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",1,3,1
1,3,1,2,4,3,44,"College","White","Female","$125k or more","rarely/never","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Independent","Never",4,1,3
2,2,1,2,1,2,58,"High school or less","Black","Female","$40-75k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,3,1
1,3,1,1,1,5,70,"Some college","White","Female","$40-75k","sporadic","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","No Preference","Always/Almost Always",2,2,2
2,2,2,2,1,3,43,"College","Other/Mixed","Female","$75-125k","rarely/never","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Independent","Always/Almost Always",3,1,3
1,3,1,1,1,1,72,"College","White","Male","$40-75k","always","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,3,3
4,2,1,2,1,2,38,"College","White","Male","$125k or more","sporadic","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
2,2,1,3,2,1,59,"High school or less","White","Female","Less than $40k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Republican","Sometimes",1,2,1
2,2,1,3,1,2,74,"Some college","White","Female","Less than $40k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,3,2
4,1,1,1,2,2,60,"High school or less","Hispanic","Male","Less than $40k","always","Strongly Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Sometimes",1,3,1
1,1,1,1,3,4,37,"College","White","Male","$75-125k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Another Party","Rarely",3,1,3
1,3,1,2,2,1,38,"Some college","White","Male","$125k or more","rarely/never","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Sometimes",4,1,2
1,2,1,1,1,1,57,"College","White","Female","$125k or more","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,3
2,1,1,2,1,3,41,"High school or less","Black","Male","$40-75k","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",2,2,1
4,2,1,1,1,2,66,"High school or less","White","Male","$40-75k","sporadic","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,1
1,1,2,4,4,5,40,"High school or less","Black","Male","Less than $40k","rarely/never","Strongly Agree","Strongly Agree","Things will be pretty much the same","No Preference","Never",1,1,1
3,4,2,1,4,5,67,"High school or less","Black","Female","Less than $40k","rarely/never","Strongly Disagree","Somewhat Disagree","Things will be pretty much the same","No Preference","Never",1,1,1
2,2,1,1,1,2,74,"Some college","Black","Female","$75-125k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,2
2,2,1,1,1,2,42,"College","Hispanic","Male","$75-125k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,3
1,1,2,1,2,2,55,"High school or less","White","Male","Less than $40k","sporadic","Strongly Agree","Strongly Agree","Things will be pretty much the same","Democrat","Sometimes",1,2,1
3,2,1,1,1,2,65,"High school or less","White","Female","Less than $40k","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,1
1,2,1,3,1,2,29,"College","Other/Mixed","Female","$40-75k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,3,3
2,2,1,1,1,3,52,"High school or less","White","Female","$75-125k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,3,1
1,2,1,2,1,1,70,"College","White","Male","$125k or more","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,3
2,2,1,1,4,5,68,"High school or less","White","Female","Less than $40k","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","No Preference","Never",1,1,1
1,1,1,1,-1,2,51,"High school or less","Hispanic","Male","Less than $40k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat",NA,1,2,1
1,1,1,2,3,5,51,"Some college","White","Male","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","No Preference","Rarely",3,2,2
1,4,1,1,1,1,66,"Some college","White","Male","$40-75k","sporadic","Strongly Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,2,2
3,2,1,2,2,5,49,"Some college","Other/Mixed","Female","Less than $40k","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","No Preference","Sometimes",1,2,2
3,3,1,2,1,1,29,"Some college","Other/Mixed","Female","$125k or more","always","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,2
2,2,1,1,1,2,40,"High school or less","Hispanic","Female","$75-125k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,1
1,1,2,1,4,5,77,"High school or less","White","Female","Less than $40k","rarely/never","Strongly Agree","Strongly Agree","Things will be pretty much the same","No Preference","Never",1,1,1
3,2,1,2,1,2,60,"High school or less","Black","Female","$40-75k","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,1
1,2,1,1,2,1,42,"College","White","Male","$125k or more","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Sometimes",4,1,3
